"Fri, 19 May 2023 12:16:50 GMT","Disney cancels planned Florida campus in Lake Nona","ABC News","https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vYWJjbmV3cy5nby5jb20vQnVzaW5lc3MvZGlzbmV5LWNhbmNlbHMtcGxhbm5lZC1mbG9yaWRhLWNhbXB1cy1sYWtlLW5vbmEvc3Rvcnk_aWQ9OTk0MzQ1OTLSAWVodHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9CdXNpbmVzcy9kaXNuZXktY2FuY2Vscy1wbGFubmVkLWZsb3JpZGEtY2FtcHVzLWxha2Utbm9uYS9zdG9yeT9pZD05OTQzNDU5Mg?oc=5"
"Fri, 19 May 2023 13:40:00 GMT","Ukraine’s Zelensky caps frenetic week of diplomacy with plans to appear in person at Japan’s G7 summit","CNN","https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNS8xOS9hc2lhL3plbGVuc2t5LXVrcmFpbmUtdHJhdmVsLWphcGFuLWc3LWludGwtaG5rL2luZGV4Lmh0bWzSAVxodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIzLzA1LzE5L2FzaWEvemVsZW5za3ktdWtyYWluZS10cmF2ZWwtamFwYW4tZzctaW50bC1obmsvaW5kZXguaHRtbA?oc=5"
"Fri, 19 May 2023 10:04:06 GMT","G7 Countries Borrow China’s Economic Strategy","The New York Times","https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMDUvMTkvdXMvcG9saXRpY3MvYmlkZW4taW5kdXN0cmlhbC1wb2xpY3kuaHRtbNIBAA?oc=5"
"Fri, 19 May 2023 11:24:00 GMT","Knock it off! G7 issues ultimatum to Russia’s war enablers","POLITICO Europe","https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnBvbGl0aWNvLmV1L2FydGljbGUvZzctdWtyYWluZS1ydXNzaWEtam9lLWJpZGVuLW1hY3Jvbi1pc3N1ZXMtdWx0aW1hdHVtLXRvLWVuYWJsZXJzLW9mLXJ1c3NpYXMtd2FyLW9uLXVrcmFpbmUv0gF-aHR0cHM6Ly93d3cucG9saXRpY28uZXUvYXJ0aWNsZS9nNy11a3JhaW5lLXJ1c3NpYS1qb2UtYmlkZW4tbWFjcm9uLWlzc3Vlcy11bHRpbWF0dW0tdG8tZW5hYmxlcnMtb2YtcnVzc2lhcy13YXItb24tdWtyYWluZS9hbXAv?oc=5"
"Fri, 19 May 2023 12:36:00 GMT","Georgia prosecutor investigating Trump indicates charging decisions to come in August","CNN","https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNS8xOS9wb2xpdGljcy9nZW9yZ2lhLXRydW1wLTIwMjAtZWxlY3Rpb24vaW5kZXguaHRtbNIBUmh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjMvMDUvMTkvcG9saXRpY3MvZ2VvcmdpYS10cnVtcC0yMDIwLWVsZWN0aW9uL2luZGV4Lmh0bWw?oc=5"
"Fri, 19 May 2023 03:50:00 GMT","At least 7 killed in crash involving 2 semi-trucks on Oregon highway","New York Post ","https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA1LzE4L2F0LWxlYXN0LTcta2lsbGVkLWluLWNyYXNoLWludm9sdmluZy0yLXNlbWktdHJ1Y2tzLW9uLW9yZWdvbi1oaWdod2F5L9IBZ2h0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzA1LzE4L2F0LWxlYXN0LTcta2lsbGVkLWluLWNyYXNoLWludm9sdmluZy0yLXNlbWktdHJ1Y2tzLW9uLW9yZWdvbi1oaWdod2F5L2FtcC8?oc=5"
"Fri, 19 May 2023 08:30:00 GMT","The Casey DeSantis Problem: 'His Greatest Asset and His Greatest Liability'","POLITICO","https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzL21hZ2F6aW5lLzIwMjMvMDUvMTkvY2FzZXktcm9uLWRlc2FudGlzLXdpZmUtcHJvZmlsZS0wMDA5NzQ1NtIBAA?oc=5"
"Fri, 19 May 2023 11:27:36 GMT","Michigan boy who used slingshot to save sister says he 'was just lucky'","Detroit News","https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmRldHJvaXRuZXdzLmNvbS9zdG9yeS9uZXdzL2xvY2FsL21pY2hpZ2FuLzIwMjMvMDUvMTkvbWljaGlnYW4tYm95LWFscGVuYS1zbGluZ3Nob3QtYXR0YWNrZXItc2lzdGVyLzcwMjM0OTMwMDA3L9IBAA?oc=5"
"Fri, 19 May 2023 12:30:00 GMT","Wife of radiologist who drove Tesla off cliff with family inside said he did it 'on purpose,' docs reveal","NBC News","https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvdXMtbmV3cy93aWZlLXJhZGlvbG9naXN0LWRyb3ZlLXRlc2xhLWNhLWNsaWZmLWZhbWlseS1zYWlkLXB1cnBvc2UtdW5zZWFsZWQtZG9jLXJjbmE4NTAzM9IBKmh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmE4NTAzMw?oc=5"
"Fri, 19 May 2023 11:26:00 GMT","New York City is sinking due to weight of its skyscrapers, new research finds","The Guardian US","https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjMvbWF5LzE5L25ldy15b3JrLWNpdHktc2lua2luZy1za3lzY3JhcGVycy1jbGltYXRlLWNyaXNpc9IBYGh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjMvbWF5LzE5L25ldy15b3JrLWNpdHktc2lua2luZy1za3lzY3JhcGVycy1jbGltYXRlLWNyaXNpcw?oc=5"
